"product title"                      ,"product description"                                                                                                                                                                                                                                                        ,"URL"                                 ,"image url"                         ,"EAN"       ,"SKU"   ,"category"  ,"item 1 - Merchant name","item 1 - price","item 1 - shipping time"                ,"item 1 - shipping cost","item 1 - return in day","item 1 - free return","item 2 - Merchant name","item 2 - price","item 2 - shipping time"                ,"item 2 - shipping cost","item 2 - return in day","item 2 - free return","item 3 - Merchant name","item 3 - price","item 3 - shipping time"                ,"item 3 - shipping cost","item 3 - return in day","item 3 - free return"
"sed fuisset parturient"             ,"voluptaria unum graecis recteque eruditi per voluptatibus veritus dicit fabulas cetero sanctus ignota suspendisse etiam nulla facilis nonumy duo alia scripta accusata disputationi indoctum tritani curae an"                                                              ,"http://www.provider.de/product/uR8w2","http://www.provider.de/image/EQyXa","NSOYP2GG4O","ZUByuh","Category22","Merchant4"             ,"141.90"        ,"Versandfertig in 1 - 3 Wochen"         ,"4.01"                  ,"24"                    ,"false"               ,"Merchant3"             ,"121.74"        ,"Versandfertig in 3 - 4 Werktagen"      ,"4.06"                  ,"3"                     ,"false"               ,"Merchant22"            ,"121.95"        ,"Versandfertig in 2 - 3 Wochen"         ,"4.87"                  ,"18"                    ,"false"
"ocurreret nam commune"              ,"legimus hac id repudiandae melius conceptam verear torquent id appareat blandit faucibus mucius dicta ius quo elaboraret rutrum"                                                                                                                                            ,"http://www.provider.de/product/ImnNo","http://www.provider.de/image/kC4AD","V2AOVKL7L8","qSgO36","Category28","Merchant20"            ,"103.90"        ,"Versandfertig in 3 - 5 Wochen"         ,"4.47"                  ,"7"                     ,"true"                ,"Merchant29"            ,"109.78"        ,"Versandfertig in 1 - 3 Wochen"         ,"0.37"                  ,"5"                     ,"false"               ,"Merchant26"            ,"32.81"         ,"Gewöhnlich versandfertig in 24 Stunden","2.32"                  ,"25"                    ,"true"
"risus saepe qualisque"              ,"wisi minim doming et tamquam prodesset posuere facilisi vero maiorum sociis dicant mediocritatem eu principes reformidans eum quo"                                                                                                                                          ,"http://www.provider.de/product/vdqc5","http://www.provider.de/image/hswHC","JOEYZT4XMN","PuIIYf","Category11","Merchant15"            ,"108.41"        ,"Versandfertig in 3 - 5 Wochen"         ,"4.63"                  ,"1"                     ,"false"               ,"Merchant10"            ,"137.95"        ,"Versandfertig in 6 - 10 Werktagen"     ,"1.11"                  ,"7"                     ,"false"               ,"Merchant14"            ,"22.61"         ,"Versandfertig in 3 - 4 Werktagen"      ,"4.85"                  ,"28"                    ,"true"
"maiestatis nam"                     ,"sodales euripidis quidam malesuada donec dolor eos comprehensam iriure partiendo quisque conclusionemque dico maiestatis legere omittantur nullam delicata"                                                                                                                 ,"http://www.provider.de/product/ffcnA","http://www.provider.de/image/0snvV","OI73U6CW2J","iNkLfH","Category12","Merchant8"             ,"34.17"         ,"Versandfertig in 1 - 2 Werktagen"      ,"0.93"                  ,"7"                     ,"false"               ,"Merchant29"            ,"116.82"        ,"Versandfertig in 1 - 2 Werktagen"      ,"1.04"                  ,"12"                    ,"false"               ,"Merchant4"             ,"30.01"         ,"Versandfertig in 3 - 4 Werktagen"      ,"2.69"                  ,"18"                    ,"false"
"tota feugait aeque"                 ,"tristique mollis deseruisse tation penatibus regione sanctus vero instructior dictas tale quisque antiopam senserit principes fabulas ornatus aperiri elaboraret fabulas error ius senserit"                                                                                ,"http://www.provider.de/product/lmphX","http://www.provider.de/image/sKAN9","NRTYKZJ2PX","cj5bKG","Category20","Merchant28"            ,"61.52"         ,"Versandfertig in 2 - 3 Wochen"         ,"1.06"                  ,"12"                    ,"true"                ,"Merchant4"             ,"134.19"        ,"Versandfertig in 4 - 5 Werktagen"      ,"2.36"                  ,"19"                    ,"false"               ,"Merchant13"            ,"117.57"        ,"Versandfertig in 2 - 3 Wochen"         ,"2.93"                  ,"6"                     ,"true"
"fringilla verterem dicant"          ,"erat ferri conubia potenti dolorum volumus utroque suas molestiae quaestio ea sumo mollis quas"                                                                                                                                                                             ,"http://www.provider.de/product/ddO7h","http://www.provider.de/image/R02Hr","ITBVJD2DAR","FKE8rd","Category22","Merchant26"            ,"94.88"         ,"Versandfertig in 1 - 3 Wochen"         ,"2.48"                  ,"11"                    ,"false"               ,"Merchant10"            ,"28.23"         ,"Versandfertig in 3 - 5 Wochen"         ,"2.83"                  ,"9"                     ,"true"                ,"Merchant0"             ,"89.54"         ,"Versandfertig in 1 - 3 Wochen"         ,"1.83"                  ,"5"                     ,"true"
"eam porttitor"                      ,"percipit legere bibendum wisi viderer sanctus aenean interesset ante tempus quod vulputate evertitur cum faucibus ultrices mel ius doctus"                                                                                                                                  ,"http://www.provider.de/product/MFD1q","http://www.provider.de/image/uBmpR","BWLIDLEIXD","0pBRW8","Category5" ,"Merchant20"            ,"140.81"        ,"Versandfertig in 1 - 2 Werktagen"      ,"2.33"                  ,"20"                    ,"true"                ,"Merchant5"             ,"123.65"        ,"Versandfertig in 2 - 3 Wochen"         ,"0.62"                  ,"22"                    ,"true"                ,"Merchant24"            ,"142.59"        ,"Versandfertig in 2 - 3 Werktagen"      ,"0.32"                  ,"23"                    ,"true"
"percipit debet"                     ,"integer enim salutatus adolescens commodo gloriatur urbanitas quaerendum errem dolorum aptent electram verear alterum dolore eos no perpetua"                                                                                                                               ,"http://www.provider.de/product/ydX2f","http://www.provider.de/image/ZcIWp","R3XPUG9PWM","ljathR","Category14","Merchant25"            ,"65.48"         ,"Versandfertig in 6 - 10 Werktagen"     ,"1.17"                  ,"10"                    ,"true"                ,"Merchant8"             ,"36.16"         ,"Gewöhnlich versandfertig in 24 Stunden","3.15"                  ,"26"                    ,"true"                ,"Merchant15"            ,"113.60"        ,"Versandfertig in 2 - 3 Wochen"         ,"3.93"                  ,"6"                     ,"false"
"reformidans tale sociis"            ,"similique atqui pellentesque phasellus error bibendum vis dicant euismod option dico persecuti eripuit nonumes montes numquam ultricies"                                                                                                                                    ,"http://www.provider.de/product/jFjt4","http://www.provider.de/image/P43Sh","3Z9O4FVAPI","UNsdIk","Category7" ,"Merchant14"            ,"114.08"        ,"Versandfertig in 6 - 10 Werktagen"     ,"2.65"                  ,"2"                     ,"true"                ,"Merchant14"            ,"91.52"         ,"Versandfertig in 4 - 5 Werktagen"      ,"4.23"                  ,"26"                    ,"false"               ,"Merchant17"            ,"121.81"        ,"Versandfertig in 1 - 3 Wochen"         ,"1.65"                  ,"9"                     ,"true"
"menandri erat rutrum"               ,"unum vocibus brute eripuit nibh posse voluptatibus epicuri non porro aliquid montes"                                                                                                                                                                                        ,"http://www.provider.de/product/6IiJO","http://www.provider.de/image/JsYx8","6URMCODQIY","g7Y6Cy","Category0" ,"Merchant29"            ,"42.72"         ,"Gewöhnlich versandfertig in 24 Stunden","2.77"                  ,"13"                    ,"true"                ,"Merchant26"            ,"27.06"         ,"Gewöhnlich versandfertig in 24 Stunden","0.53"                  ,"23"                    ,"true"                ,"Merchant19"            ,"105.34"        ,"Versandfertig in 3 - 5 Wochen"         ,"3.23"                  ,"22"                    ,"false"
"numquam graeco consectetuer"        ,"tota mei nobis torquent ocurreret salutatus proin oratio morbi quis similique semper"                                                                                                                                                                                       ,"http://www.provider.de/product/IgDwW","http://www.provider.de/image/IkIUd","GLMNRFSWID","ozvFTg","Category27","Merchant9"             ,"108.96"        ,"Versandfertig in 1 - 3 Wochen"         ,"2.77"                  ,"23"                    ,"true"                ,"Merchant22"            ,"53.86"         ,"Versandfertig in 4 - 5 Werktagen"      ,"2.15"                  ,"6"                     ,"true"                ,"Merchant19"            ,"98.57"         ,"Versandfertig in 1 - 2 Werktagen"      ,"0.39"                  ,"13"                    ,"true"
"quaeque indoctum sociosqu"          ,"tale facilis tantas perpetua veniam meliore elit nunc iaculis ante legere petentium habeo curae"                                                                                                                                                                            ,"http://www.provider.de/product/fHxVh","http://www.provider.de/image/Wa76d","I0MVA4FB1B","Y1jLP1","Category29","Merchant10"            ,"71.84"         ,"Versandfertig in 2 - 3 Wochen"         ,"0.77"                  ,"8"                     ,"true"                ,"Merchant2"             ,"139.24"        ,"Versandfertig in 3 - 4 Werktagen"      ,"1.61"                  ,"3"                     ,"true"                ,"Merchant3"             ,"89.13"         ,"Versandfertig in 3 - 5 Wochen"         ,"2.76"                  ,"4"                     ,"false"
"salutatus vix"                      ,"ipsum vivendo iaculis suscipiantur laoreet quam magnis vituperata scelerisque ad aenean aliquam feugait nostra eget euismod appetere eum diam labores impetus voluptaria"                                                                                                   ,"http://www.provider.de/product/AuJQm","http://www.provider.de/image/MGT3Y","NQFVXPYBOB","yZKj63","Category16","Merchant26"            ,"22.48"         ,"Gewöhnlich versandfertig in 24 Stunden","4.50"                  ,"7"                     ,"false"               ,"Merchant20"            ,"31.84"         ,"Versandfertig in 4 - 5 Werktagen"      ,"0.52"                  ,"14"                    ,"false"               ,"Merchant17"            ,"115.67"        ,"Versandfertig in 2 - 3 Wochen"         ,"2.65"                  ,"12"                    ,"true"
"felis solum oratio"                 ,"vestibulum explicari vituperatoribus pellentesque tibique dicant finibus affert appetere inimicus comprehensam persius noster singulis aliquam"                                                                                                                             ,"http://www.provider.de/product/GOm7r","http://www.provider.de/image/DxBcw","RBOV0NXUYO","oUFv6e","Category8" ,"Merchant12"            ,"105.26"        ,"Versandfertig in 3 - 5 Wochen"         ,"2.15"                  ,"25"                    ,"true"                ,"Merchant1"             ,"134.12"        ,"Versandfertig in 1 - 3 Wochen"         ,"1.59"                  ,"0"                     ,"false"               ,"Merchant17"            ,"148.13"        ,"Versandfertig in 1 - 2 Werktagen"      ,"0.11"                  ,"25"                    ,"true"
"et sociis"                          ,"tacimates vocibus eum pri voluptatum habemus quot tortor ligula sodales sapien voluptatibus inani facilisis commune vel"                                                                                                                                                    ,"http://www.provider.de/product/9darv","http://www.provider.de/image/N8jwP","JAQATYV55F","247mHG","Category20","Merchant17"            ,"122.15"        ,"Gewöhnlich versandfertig in 24 Stunden","0.33"                  ,"3"                     ,"false"               ,"Merchant7"             ,"116.96"        ,"Gewöhnlich versandfertig in 24 Stunden","3.92"                  ,"28"                    ,"true"                ,"Merchant21"            ,"106.01"        ,"Versandfertig in 1 - 3 Wochen"         ,"2.71"                  ,"11"                    ,"true"
"aliquid inani dicam"                ,"senectus rutrum graece lorem tation solum animal elitr evertitur leo accusata orci natum iuvaret ipsum salutatus adhuc adipisci sodales vis delicata latine autem urna ac definitiones mnesarchum"                                                                          ,"http://www.provider.de/product/ty92U","http://www.provider.de/image/OP40f","UQSNNKIT3S","riBgF1","Category20","Merchant25"            ,"48.73"         ,"Versandfertig in 1 - 3 Wochen"         ,"2.46"                  ,"26"                    ,"false"               ,"Merchant11"            ,"53.31"         ,"Versandfertig in 4 - 5 Werktagen"      ,"1.11"                  ,"21"                    ,"true"                ,"Merchant16"            ,"108.68"        ,"Versandfertig in 2 - 3 Wochen"         ,"1.40"                  ,"28"                    ,"true"
"pri viris"                          ,"expetendis pellentesque fabulas suscipit interesset molestiae cetero tota mei repudiandae vero orci quaerendum malesuada eleifend"                                                                                                                                          ,"http://www.provider.de/product/gsK4R","http://www.provider.de/image/2cmvA","QA2C0UEKKX","Puie5c","Category10","Merchant26"            ,"115.46"        ,"Versandfertig in 2 - 3 Werktagen"      ,"0.02"                  ,"5"                     ,"false"               ,"Merchant27"            ,"12.50"         ,"Gewöhnlich versandfertig in 24 Stunden","4.02"                  ,"3"                     ,"false"               ,"Merchant2"             ,"14.00"         ,"Versandfertig in 4 - 5 Werktagen"      ,"2.74"                  ,"17"                    ,"false"
"atomorum pellentesque"              ,"labores ea congue reformidans possit interdum iusto definitionem necessitatibus nonumes mentitum cursus honestatis dui"                                                                                                                                                     ,"http://www.provider.de/product/22c6j","http://www.provider.de/image/yHayT","5QXSKOTTXQ","i3fveb","Category22","Merchant9"             ,"38.48"         ,"Versandfertig in 1 - 3 Wochen"         ,"4.47"                  ,"4"                     ,"true"                ,"Merchant20"            ,"62.61"         ,"Versandfertig in 1 - 2 Werktagen"      ,"2.78"                  ,"1"                     ,"true"                ,"Merchant7"             ,"135.96"        ,"Versandfertig in 2 - 3 Wochen"         ,"2.61"                  ,"9"                     ,"false"
"sonet sanctus"                      ,"fabulas mediocrem ridiculus ocurreret dicant sonet vivendo dignissim sale vocibus wisi repudiare gloriatur periculis feugiat te quo lectus urna molestiae"                                                                                                                  ,"http://www.provider.de/product/Hd3oE","http://www.provider.de/image/zj1Wg","C8U88NTTUS","HAWhzk","Category16","Merchant1"             ,"57.76"         ,"Versandfertig in 3 - 5 Wochen"         ,"1.10"                  ,"24"                    ,"false"               ,"Merchant17"            ,"132.33"        ,"Gewöhnlich versandfertig in 24 Stunden","1.94"                  ,"17"                    ,"false"               ,"Merchant11"            ,"101.16"        ,"Versandfertig in 1 - 3 Wochen"         ,"0.05"                  ,"4"                     ,"true"
"his minim ne"                       ,"numquam ponderum dicat te oporteat dolores consectetur platonem dicat intellegebat equidem sed graeco mus sanctus semper no mei ex saepe docendi saperet dictum"                                                                                                            ,"http://www.provider.de/product/5zeim","http://www.provider.de/image/HBRPJ","A15ZN45HGO","NBeZrg","Category28","Merchant11"            ,"37.60"         ,"Versandfertig in 1 - 3 Wochen"         ,"2.13"                  ,"18"                    ,"true"                ,"Merchant18"            ,"19.47"         ,"Versandfertig in 6 - 10 Werktagen"     ,"0.19"                  ,"22"                    ,"true"                ,"Merchant7"             ,"66.10"         ,"Versandfertig in 2 - 3 Werktagen"      ,"2.25"                  ,"20"                    ,"true"
"hinc graecis"                       ,"habitant utamur etiam has molestiae natoque scripserit libero aliquam esse sit deterruisset sem detracto eleifend aperiri velit auctor evertitur maiorum id leo orci doctus neglegentur legimus errem veritus"                                                              ,"http://www.provider.de/product/mjb6N","http://www.provider.de/image/qf6o3","FAHQPQTXRJ","7PuAf2","Category24","Merchant0"             ,"113.40"        ,"Versandfertig in 1 - 2 Werktagen"      ,"4.26"                  ,"13"                    ,"false"               ,"Merchant2"             ,"103.14"        ,"Versandfertig in 1 - 3 Wochen"         ,"4.31"                  ,"10"                    ,"true"                ,"Merchant3"             ,"60.69"         ,"Versandfertig in 3 - 5 Wochen"         ,"3.28"                  ,"17"                    ,"false"
"deterruisset nihil"                 ,"viris porta unum cursus curae constituam dapibus sale vivendo aenean tincidunt mutat nonumes vidisse populo pulvinar bibendum nihil libris cum dolor reprimique contentiones indoctum dictumst"                                                                             ,"http://www.provider.de/product/XibxH","http://www.provider.de/image/pZV3E","BBZ21VMIN8","TLwBsw","Category12","Merchant29"            ,"114.08"        ,"Versandfertig in 4 - 5 Werktagen"      ,"0.28"                  ,"17"                    ,"false"               ,"Merchant25"            ,"52.35"         ,"Versandfertig in 1 - 2 Werktagen"      ,"1.53"                  ,"13"                    ,"false"               ,"Merchant26"            ,"138.70"        ,"Versandfertig in 6 - 10 Werktagen"     ,"2.63"                  ,"16"                    ,"true"
"viris intellegebat"                 ,"consul conubia duo latine tincidunt gubergren est commune sapientem tamquam sententiae quaeque solum sapientem similique mucius ne dolorem magna etiam aliquam dis ullamcorper quam"                                                                                        ,"http://www.provider.de/product/xprQ3","http://www.provider.de/image/kvvXT","FR8GJKD7SZ","K1xWRw","Category14","Merchant19"            ,"34.72"         ,"Versandfertig in 6 - 10 Werktagen"     ,"4.61"                  ,"18"                    ,"false"               ,"Merchant20"            ,"81.82"         ,"Versandfertig in 3 - 4 Werktagen"      ,"4.40"                  ,"25"                    ,"false"               ,"Merchant2"             ,"67.47"         ,"Versandfertig in 1 - 2 Werktagen"      ,"1.91"                  ,"10"                    ,"true"
"habitant volutpat suscipit"         ,"inceptos atomorum suas assueverit corrumpit tractatos erat tincidunt alterum taciti commodo"                                                                                                                                                                                ,"http://www.provider.de/product/2pWkD","http://www.provider.de/image/0qNwf","G0PONKKSUX","IaO6SI","Category15","Merchant1"             ,"140.19"        ,"Versandfertig in 2 - 3 Wochen"         ,"4.92"                  ,"18"                    ,"true"                ,"Merchant11"            ,"18.04"         ,"Versandfertig in 2 - 3 Wochen"         ,"1.85"                  ,"13"                    ,"true"                ,"Merchant29"            ,"84.00"         ,"Versandfertig in 2 - 3 Wochen"         ,"1.41"                  ,"3"                     ,"true"
"conclusionemque appetere"           ,"iaculis sit mus legimus principes oporteat volutpat sumo sodales molestiae tantas ludus quod volumus sonet repudiandae indoctum vehicula te dicit docendi varius error"                                                                                                     ,"http://www.provider.de/product/NC5Ys","http://www.provider.de/image/6kcJs","4D24HBPO4O","UCPGZY","Category0" ,"Merchant2"             ,"19.40"         ,"Versandfertig in 3 - 4 Werktagen"      ,"3.68"                  ,"14"                    ,"true"                ,"Merchant5"             ,"61.93"         ,"Versandfertig in 3 - 5 Wochen"         ,"0.23"                  ,"9"                     ,"true"                ,"Merchant14"            ,"10.10"         ,"Versandfertig in 3 - 4 Werktagen"      ,"2.39"                  ,"22"                    ,"false"
"ultrices suavitate"                 ,"consul mel sed maluisset definitionem per fames iisque platonem tellus aliquet vivamus eum falli suas turpis oratio quas cursus impetus aliquet atomorum nulla veritus nisl in"                                                                                             ,"http://www.provider.de/product/0J7qy","http://www.provider.de/image/QsUl4","ADA9DXW1U6","uxlPMd","Category28","Merchant8"             ,"98.02"         ,"Versandfertig in 1 - 3 Wochen"         ,"3.16"                  ,"25"                    ,"true"                ,"Merchant12"            ,"61.11"         ,"Gewöhnlich versandfertig in 24 Stunden","3.03"                  ,"15"                    ,"true"                ,"Merchant15"            ,"59.33"         ,"Versandfertig in 6 - 10 Werktagen"     ,"4.98"                  ,"25"                    ,"true"
"ornatus disputationi honestatis"    ,"quam graeci pri definitiones scelerisque ei vituperatoribus eros lacinia ea principes"                                                                                                                                                                                      ,"http://www.provider.de/product/CLln4","http://www.provider.de/image/NEJ6F","VGFJQ8TPIB","PDrbAM","Category10","Merchant29"            ,"42.45"         ,"Versandfertig in 1 - 2 Werktagen"      ,"2.35"                  ,"28"                    ,"false"               ,"Merchant16"            ,"135.62"        ,"Versandfertig in 6 - 10 Werktagen"     ,"4.73"                  ,"10"                    ,"true"                ,"Merchant29"            ,"134.86"        ,"Versandfertig in 1 - 2 Werktagen"      ,"2.35"                  ,"15"                    ,"true"
"omittam tation feugait"             ,"accommodare consul euripidis maiestatis duis volutpat urbanitas turpis congue facilis facilisis repudiandae epicuri turpis suscipiantur pericula nulla consetetur mazim"                                                                                                    ,"http://www.provider.de/product/3GfJJ","http://www.provider.de/image/0L0vV","IGYNLWOICX","Bu9Uvk","Category8" ,"Merchant21"            ,"41.35"         ,"Versandfertig in 4 - 5 Werktagen"      ,"3.27"                  ,"24"                    ,"false"               ,"Merchant16"            ,"111.21"        ,"Versandfertig in 1 - 3 Wochen"         ,"4.26"                  ,"17"                    ,"true"                ,"Merchant12"            ,"60.89"         ,"Versandfertig in 2 - 3 Werktagen"      ,"3.19"                  ,"5"                     ,"true"
"vitae elementum"                    ,"veritus gloriatur eloquentiam scripserit honestatis taciti moderatius porro lacinia aliquam dico ignota"                                                                                                                                                                    ,"http://www.provider.de/product/YfRxB","http://www.provider.de/image/Puqqt","DHJQOBHZ6N","kDAITD","Category2" ,"Merchant16"            ,"12.85"         ,"Versandfertig in 1 - 2 Werktagen"      ,"4.84"                  ,"20"                    ,"false"               ,"Merchant6"             ,"30.96"         ,"Versandfertig in 6 - 10 Werktagen"     ,"1.39"                  ,"11"                    ,"true"                ,"Merchant7"             ,"110.53"        ,"Versandfertig in 6 - 10 Werktagen"     ,"2.97"                  ,"15"                    ,"false"
"te quis"                            ,"fermentum doctus tritani scripta natoque gloriatur vulputate honestatis alia viderer regione cetero duo expetenda delenit labores nostrum tantas"                                                                                                                           ,"http://www.provider.de/product/pdhkg","http://www.provider.de/image/4pPR1","VXQJH34FKC","L8lqfG","Category11","Merchant7"             ,"51.54"         ,"Versandfertig in 2 - 3 Wochen"         ,"3.29"                  ,"4"                     ,"true"                ,"Merchant8"             ,"66.45"         ,"Versandfertig in 3 - 5 Wochen"         ,"4.45"                  ,"12"                    ,"true"                ,"Merchant6"             ,"51.19"         ,"Versandfertig in 6 - 10 Werktagen"     ,"2.71"                  ,"4"                     ,"false"
"sale reque metus"                   ,"iisque ludus nascetur fabellas viverra no pharetra noluisse vocibus eius suavitate porro consul doming esse wisi molestie mel dicunt tortor utamur"                                                                                                                         ,"http://www.provider.de/product/7BfLU","http://www.provider.de/image/mpsjD","JPTETPOUBM","aEUW34","Category2" ,"Merchant9"             ,"34.99"         ,"Versandfertig in 1 - 2 Werktagen"      ,"4.64"                  ,"29"                    ,"true"                ,"Merchant25"            ,"144.31"        ,"Versandfertig in 3 - 4 Werktagen"      ,"3.59"                  ,"0"                     ,"false"               ,"Merchant9"             ,"103.21"        ,"Gewöhnlich versandfertig in 24 Stunden","2.65"                  ,"23"                    ,"true"
"vis efficitur"                      ,"eius erat agam vitae auctor natum suavitate intellegat natoque gravida legimus posuere audire ac mediocritatem aperiri sale fusce eripuit"                                                                                                                                  ,"http://www.provider.de/product/t3Kgd","http://www.provider.de/image/BjUK2","DXJPSPZZNX","JyKoMZ","Category18","Merchant29"            ,"128.71"        ,"Versandfertig in 1 - 3 Wochen"         ,"4.99"                  ,"9"                     ,"true"                ,"Merchant10"            ,"130.56"        ,"Versandfertig in 2 - 3 Wochen"         ,"1.54"                  ,"8"                     ,"true"                ,"Merchant0"             ,"144.16"        ,"Versandfertig in 3 - 5 Wochen"         ,"2.01"                  ,"19"                    ,"true"
"usu taciti"                         ,"dui quidam quem quisque utroque feugiat iaculis postulant netus voluptatum porro voluptatum solet vero erat himenaeos quem vel tristique alienum mel iudicabit sociosqu similique indoctum fabellas dictum porta fames"                                                     ,"http://www.provider.de/product/Ivedm","http://www.provider.de/image/h5xSf","AFYJ5GBL68","F5ZhN7","Category27","Merchant9"             ,"56.66"         ,"Versandfertig in 2 - 3 Wochen"         ,"2.23"                  ,"21"                    ,"true"                ,"Merchant29"            ,"133.56"        ,"Versandfertig in 3 - 4 Werktagen"      ,"0.73"                  ,"2"                     ,"false"               ,"Merchant17"            ,"36.16"         ,"Versandfertig in 6 - 10 Werktagen"     ,"1.57"                  ,"22"                    ,"false"
"dicunt porttitor"                   ,"legimus habemus ex sonet causae curabitur neglegentur graece aliquid blandit facilisis morbi velit possit quas mentitum conclusionemque augue intellegat senserit"                                                                                                          ,"http://www.provider.de/product/uHjoE","http://www.provider.de/image/c3Qst","4KO8RQP0QV","UYKd1z","Category26","Merchant0"             ,"15.72"         ,"Versandfertig in 1 - 3 Wochen"         ,"0.32"                  ,"4"                     ,"false"               ,"Merchant5"             ,"43.06"         ,"Versandfertig in 3 - 5 Wochen"         ,"2.02"                  ,"20"                    ,"true"                ,"Merchant7"             ,"86.26"         ,"Gewöhnlich versandfertig in 24 Stunden","4.59"                  ,"1"                     ,"true"
"litora semper"                      ,"indoctum assueverit ne noluisse euismod cursus ceteros risus eius ornatus lorem"                                                                                                                                                                                            ,"http://www.provider.de/product/NXvYL","http://www.provider.de/image/XWBOa","STLJDR0MZD","Dak37y","Category26","Merchant2"             ,"61.04"         ,"Versandfertig in 4 - 5 Werktagen"      ,"2.88"                  ,"16"                    ,"false"               ,"Merchant21"            ,"142.52"        ,"Gewöhnlich versandfertig in 24 Stunden","1.69"                  ,"20"                    ,"false"               ,"Merchant22"            ,"125.23"        ,"Versandfertig in 4 - 5 Werktagen"      ,"2.87"                  ,"13"                    ,"true"
"consetetur nihil"                   ,"wisi eros dicta eos ornare magnis signiferumque dictas euismod alienum unum eripuit luctus quam tamquam aenean expetendis contentiones affert aliquet dicam interpretaris vocibus inimicus dui tempor"                                                                      ,"http://www.provider.de/product/tS3j2","http://www.provider.de/image/KUOAr","ZCBGRO6T0S","xWvvbd","Category16","Merchant14"            ,"118.53"        ,"Versandfertig in 1 - 2 Werktagen"      ,"3.41"                  ,"7"                     ,"false"               ,"Merchant9"             ,"39.91"         ,"Gewöhnlich versandfertig in 24 Stunden","3.37"                  ,"24"                    ,"true"                ,"Merchant3"             ,"34.38"         ,"Versandfertig in 3 - 4 Werktagen"      ,"4.52"                  ,"29"                    ,"false"
"graecis tacimates"                  ,"utroque affert facilisis at wisi alterum alterum quem suspendisse eos elementum fusce vestibulum laudem ut antiopam conubia prompta cu reprimique legimus indoctum hac periculis eam"                                                                                       ,"http://www.provider.de/product/1MzO4","http://www.provider.de/image/gWS1V","CIQLE6QHQP","lR09rw","Category15","Merchant3"             ,"140.87"        ,"Versandfertig in 1 - 2 Werktagen"      ,"0.67"                  ,"4"                     ,"false"               ,"Merchant6"             ,"61.86"         ,"Versandfertig in 3 - 5 Wochen"         ,"1.15"                  ,"19"                    ,"true"                ,"Merchant4"             ,"77.99"         ,"Gewöhnlich versandfertig in 24 Stunden","2.18"                  ,"15"                    ,"false"
"omittantur ipsum oporteat"          ,"efficiantur offendit maiorum sapien hinc atqui explicari ponderum ullamcorper mandamus"                                                                                                                                                                                     ,"http://www.provider.de/product/aPkLk","http://www.provider.de/image/RyrNi","JWX5FZ0AAU","lxJXCA","Category4" ,"Merchant3"             ,"133.23"        ,"Versandfertig in 3 - 4 Werktagen"      ,"3.31"                  ,"14"                    ,"true"                ,"Merchant11"            ,"142.17"        ,"Versandfertig in 1 - 2 Werktagen"      ,"1.34"                  ,"19"                    ,"false"               ,"Merchant26"            ,"112.17"        ,"Versandfertig in 2 - 3 Werktagen"      ,"0.48"                  ,"19"                    ,"true"
"inceptos diam"                      ,"risus adolescens lorem eget sanctus possim quam epicuri expetendis tractatos eius appareat imperdiet libris luctus eum maiorum congue quaeque mazim mazim lobortis nascetur tacimates"                                                                                      ,"http://www.provider.de/product/41Jgd","http://www.provider.de/image/tEjI2","EMCJXNUV0M","Fv78UJ","Category12","Merchant8"             ,"80.99"         ,"Versandfertig in 2 - 3 Wochen"         ,"2.64"                  ,"23"                    ,"true"                ,"Merchant16"            ,"18.44"         ,"Versandfertig in 6 - 10 Werktagen"     ,"0.13"                  ,"23"                    ,"false"               ,"Merchant15"            ,"27.74"         ,"Versandfertig in 6 - 10 Werktagen"     ,"0.52"                  ,"7"                     ,"false"
"no doctus"                          ,"nisi per sale ludus civibus affert euripidis dico expetenda mauris vocent mei posuere dicat congue constituam"                                                                                                                                                              ,"http://www.provider.de/product/ACObS","http://www.provider.de/image/zMX2B","LCJ03YVIXD","rLRXSR","Category28","Merchant5"             ,"37.26"         ,"Versandfertig in 1 - 3 Wochen"         ,"0.82"                  ,"18"                    ,"true"                ,"Merchant28"            ,"46.68"         ,"Gewöhnlich versandfertig in 24 Stunden","4.82"                  ,"18"                    ,"false"               ,"Merchant20"            ,"106.49"        ,"Versandfertig in 6 - 10 Werktagen"     ,"4.62"                  ,"14"                    ,"true"
"errem vocent tibique"               ,"netus hinc option error definitionem per quas alienum adversarium impetus natoque cubilia instructior primis petentium prodesset definiebas meliore netus utinam euismod nonumes percipit graecis adipisci"                                                                 ,"http://www.provider.de/product/1cCxd","http://www.provider.de/image/SQNXk","EMDD5FYREG","LDQxiZ","Category28","Merchant24"            ,"33.76"         ,"Versandfertig in 6 - 10 Werktagen"     ,"1.06"                  ,"9"                     ,"true"                ,"Merchant5"             ,"147.86"        ,"Versandfertig in 3 - 4 Werktagen"      ,"4.39"                  ,"1"                     ,"false"               ,"Merchant22"            ,"49.56"         ,"Versandfertig in 6 - 10 Werktagen"     ,"1.27"                  ,"28"                    ,"false"
